Timestamp,Session_ID,Fruit_ID,Quality,Area,Status
17:52:11,20260401_175155,24,63.6,102400,LOW
17:52:11,20260401_175155,25,46.0,14400,LOW
17:52:11,20260401_175155,26,33.2,24336,REJECT
17:52:12,20260401_175155,27,37.9,23716,REJECT
17:52:12,20260401_175155,28,46.7,14400,LOW
17:52:12,20260401_175155,29,23.0,14400,REJECT
17:52:12,20260401_175155,30,29.4,26896,REJECT
17:52:13,20260401_175155,31,39.5,14400,REJECT
17:52:13,20260401_175155,32,25.9,21316,REJECT
17:52:13,20260401_175155,33,56.1,30276,LOW
17:52:13,20260401_175155,34,18.6,33856,REJECT
17:52:14,20260401_175155,35,34.3,14400,REJECT
17:52:14,20260401_175155,36,47.4,18496,LOW
17:52:14,20260401_175155,37,17.0,14400,REJECT
17:52:14,20260401_175155,38,41.8,14400,LOW
17:52:14,20260401_175155,39,45.7,14400,LOW
17:52:15,20260401_175155,40,16.2,14400,REJECT
17:52:15,20260401_175155,41,20.9,14400,REJECT
17:52:15,20260401_175155,42,55.8,65536,LOW
17:52:15,20260401_175155,43,35.2,17956,REJECT
17:52:16,20260401_175155,44,52.5,15876,LOW
17:52:16,20260401_175155,45,17.7,14400,REJECT
17:52:16,20260401_175155,46,70.8,32400,LOW
17:52:16,20260401_175155,47,44.2,70756,LOW
17:52:17,20260401_175155,48,19.1,14400,REJECT
17:52:17,20260401_175155,49,44.0,15376,LOW
17:52:17,20260401_175155,50,18.3,14884,REJECT
17:52:17,20260401_175155,51,34.4,14400,REJECT
17:52:17,20260401_175155,52,35.2,110224,REJECT
17:52:18,20260401_175155,53,45.1,14400,LOW
17:52:18,20260401_175155,54,48.8,69696,LOW
17:52:19,20260401_175155,55,32.1,14400,REJECT
17:52:19,20260401_175155,56,15.8,16384,REJECT
17:52:19,20260401_175155,57,53.5,108900,LOW
17:52:19,20260401_175155,58,62.3,14400,LOW
17:52:20,20260401_175155,59,32.8,262144,REJECT
17:52:20,20260401_175155,60,21.0,153664,REJECT
17:52:20,20260401_175155,61,38.6,14400,REJECT
17:52:21,20260401_175155,62,51.7,102400,LOW
17:52:22,20260401_175155,63,26.6,14400,REJECT
17:52:22,20260401_175155,64,60.3,85264,LOW
17:52:22,20260401_175155,65,37.5,25600,REJECT
17:52:22,20260401_175155,66,33.7,21316,REJECT
17:52:22,20260401_175155,67,59.5,14400,LOW
17:52:23,20260401_175155,68,41.1,28224,LOW
17:52:23,20260401_175155,69,39.6,31684,REJECT
17:52:24,20260401_175155,70,36.8,20164,REJECT
17:52:24,20260401_175155,71,14.4,21904,REJECT
17:52:24,20260401_175155,72,33.9,14400,REJECT
17:52:25,20260401_175155,73,26.1,14400,REJECT
17:52:25,20260401_175155,74,38.3,69696,REJECT
17:52:25,20260401_175155,75,19.1,14400,REJECT
17:52:25,20260401_175155,76,33.9,14400,REJECT
17:52:26,20260401_175155,77,38.4,16900,REJECT
17:52:26,20260401_175155,78,48.8,15876,LOW
17:52:26,20260401_175155,79,31.2,14400,REJECT
17:52:26,20260401_175155,80,54.8,15876,LOW
17:52:27,20260401_175155,81,55.2,16384,LOW
17:52:27,20260401_175155,82,43.9,40804,LOW
17:52:27,20260401_175155,83,50.8,39204,LOW
17:52:27,20260401_175155,84,52.5,14400,LOW
17:52:28,20260401_175155,85,18.1,14400,REJECT
17:52:28,20260401_175155,86,52.8,53824,LOW
17:52:30,20260401_175155,87,59.4,64516,LOW
17:52:30,20260401_175155,88,39.3,14400,REJECT
17:52:31,20260401_175155,89,30.8,14400,REJECT
17:52:31,20260401_175155,90,22.0,14400,REJECT
17:52:32,20260401_175155,91,31.3,14400,REJECT
17:52:32,20260401_175155,92,51.9,58564,LOW
17:52:32,20260401_175155,93,20.8,14400,REJECT
17:52:33,20260401_175155,94,27.0,23716,REJECT
17:52:33,20260401_175155,95,23.5,15876,REJECT
17:52:33,20260401_175155,96,37.0,51076,REJECT
17:52:33,20260401_175155,97,55.8,44944,LOW
17:52:34,20260401_175155,98,28.5,14400,REJECT
17:52:34,20260401_175155,99,8.3,33124,REJECT
17:52:34,20260401_175155,100,29.0,14884,REJECT
17:52:34,20260401_175155,101,48.6,46656,LOW
17:52:35,20260401_175155,102,63.3,33124,LOW
17:52:35,20260401_175155,103,35.0,15376,REJECT
17:52:35,20260401_175155,104,48.9,56644,LOW
17:52:35,20260401_175155,105,19.8,30976,REJECT
17:52:36,20260401_175155,106,19.3,14400,REJECT
17:52:36,20260401_175155,107,39.1,14400,REJECT
17:52:36,20260401_175155,108,60.2,27556,LOW
17:52:37,20260401_175155,109,20.1,30976,REJECT
17:52:37,20260401_175155,110,31.2,14400,REJECT
17:52:37,20260401_175155,111,9.5,30976,REJECT
17:52:37,20260401_175155,112,28.7,28224,REJECT
17:52:38,20260401_175155,113,31.0,14400,REJECT
17:52:38,20260401_175155,114,46.9,24336,LOW
17:52:38,20260401_175155,115,69.2,77284,LOW
17:52:38,20260401_175155,116,38.6,14400,REJECT
17:52:38,20260401_175155,117,29.6,52900,REJECT
17:52:39,20260401_175155,118,19.8,14400,REJECT
17:52:39,20260401_175155,119,63.3,51076,LOW
17:52:39,20260401_175155,120,17.5,34596,REJECT
17:52:39,20260401_175155,121,48.7,76176,LOW
17:52:39,20260401_175155,122,24.3,14400,REJECT
17:52:40,20260401_175155,123,36.5,50176,REJECT
17:52:40,20260401_175155,124,36.8,44944,REJECT
17:52:40,20260401_175155,125,29.7,14400,REJECT
17:52:40,20260401_175155,126,56.1,47524,LOW
17:52:40,20260401_175155,127,61.9,79524,LOW
17:52:41,20260401_175155,128,55.1,35344,LOW
17:52:41,20260401_175155,129,36.5,14400,REJECT
17:52:41,20260401_175155,130,60.9,46656,LOW
17:52:41,20260401_175155,131,77.8,75076,PASS
17:52:42,20260401_175155,132,64.8,46656,LOW
17:52:42,20260401_175155,133,44.8,14400,LOW
17:52:42,20260401_175155,134,38.5,14400,REJECT
17:52:42,20260401_175155,135,35.6,14400,REJECT
17:52:43,20260401_175155,136,58.5,44100,LOW
17:52:43,20260401_175155,137,20.6,14400,REJECT
17:52:43,20260401_175155,138,54.0,42436,LOW
17:52:43,20260401_175155,139,56.9,33856,LOW
17:52:44,20260401_175155,140,37.0,15876,REJECT
17:52:44,20260401_175155,141,15.8,14400,REJECT
17:52:44,20260401_175155,142,21.5,14400,REJECT
17:52:44,20260401_175155,143,7.0,14884,REJECT
17:52:44,20260401_175155,144,52.7,39204,LOW
17:52:45,20260401_175155,145,76.5,71824,PASS
17:52:45,20260401_175155,146,46.8,39204,LOW
17:52:45,20260401_175155,147,9.9,14400,REJECT
17:52:45,20260401_175155,148,30.4,16900,REJECT
17:52:46,20260401_175155,149,44.9,14400,LOW
